transcript	CCL	CL	CT	T
atlasMiR-84765-3p_CGCGG#4	 2.709782	10.315456	 7.111004	17.657768
atlasMiR-1394-5p_CGGGG#4	8.190031	5.612026	8.480185	2.468457
atlasMiR-1394-3p_CGGGG#4	 1.223808	 1.408355	 2.966256	36.135441
atlasMiR-1401-5p_CGG#5	 1.599996	 5.821293	 5.082953	26.937416
atlasMiR-1401-3p_CGG#5	 3.641401	 7.185364	10.367987	 3.939806
atlasMiR-1402-5p_CGGG#4	6.732413	9.879478	8.531509	3.966206
atlasMiR-1402-3p_CGGG#4	13.7720423	15.7683358	 5.4407752	 0.4059274
atlasMiR-84792-3p_CGGGG#4	 3.2495180	12.5991907	11.1172955	 0.5902329
atlasMiR-84792-5p_CGGGG#4	 5.0860998	 5.0450599	10.3156864	 0.4735835
atlasMiR-1412-5p_CGG#4	3.856446	2.027600	9.827871	4.924398
atlasMiR-1413_CGG#4	 5.3911115	 3.4161675	10.0771001	 0.3111271
atlasMiR-1412-3p_CGG#4	 4.959948	 4.855356	 4.994203	18.949073
atlasMiR-1413-5p_CGG#4	 1.274658	 2.720245	 4.118282	28.492867
atlasMiR-1413-3p_CGG#4	 3.5892477	 4.4523433	10.6081984	 0.5765384
atlasMiR-84794-3p_CGGGG#4	 6.346674	 3.216121	 2.545667	24.063982
atlasMiR-84794-5p_CGGGG#4	5.577872	1.876593	9.044831	1.919384
atlasMiR-1419-5p_CGGGG#3	 1.020614	 0.000000	 1.375039	38.312379
atlasMiR-1419-3p_CGGGG#3	1.784989	7.924548	9.759043	5.902831
atlasMiR-1427-5p_CGG#3	 0.834857	 2.679398	 1.636662	37.180342
atlasMiR-1427-3p_CGG#3	 1.776303	 8.720736	 7.552990	12.978861
atlasMiR-84815-5p_CGGGG#4	 1.200690	 3.551607	 4.464528	25.458867
atlasMiR-84815-3p_CGGGG#4	5.036574	9.860125	8.792371	1.616354
atlasMiR-1432-5p_CCGGG#0	 6.584954	12.479620	 7.769960	 1.924215
atlasMiR-1432-3p_CCGGG#0	 1.6462395	 0.5382363	 3.4139650	28.0005269
atlasMiR-84822-3p_CGGGG#2	 6.0456571	18.3712513	 8.1628637	 0.4521031
atlasMiR-84822-5p_CGGGG#2	 1.9508528	 2.1681516	10.9073120	 0.4022616
atlasMiR-84823-5p_CGGGG#4	 2.867824	 2.584789	10.061039	 1.112301
atlasMiR-84823-3p_CGGGG#4	 0.6722968	 2.6905194	 2.2200508	33.1067273
atlasMiR-1451_CGGGG#3	15.640498	 8.002615	 2.757924	 1.152483
atlasMiR-1451-5p_CGGGG#3	7.0201752	7.1462186	7.6753531	0.1932853
atlasMiR-1451-3p_CGGGG#3	13.8979818	16.4593140	 3.3821410	 0.7301019
atlasMiR-84856-3p_CGCGG#4	10.5166463	 8.3270296	 5.2932395	 0.6711029
atlasMiR-84856-5p_CGCGG#4	7.194893	2.178714	6.719716	2.665443
atlasMiR-84858-3p_CGGGG#4	 1.0331905	 0.6708204	 0.9060990	35.4873105
atlasMiR-84882-5p_CCGGG#4	 1.328524	 3.975738	10.546664	 0.000000
atlasMiR-84882-3p_CCGGG#4	 0.3921302	 1.0820716	 1.8337191	33.1087547
atlasMiR-1511_CGCGG#3	 1.242585	 3.581760	10.080182	 1.762938
atlasMiR-1511-5p_CGCGG#3	3.796961	4.162527	8.262106	2.799459
atlasMiR-1511-3p_CGCGG#3	4.179194	1.811983	8.571689	1.178421
atlasMiR-1517-5p_CGGGG#4	1.799085	6.403349	9.384774	2.371869
atlasMiR-1517-3p_CGGGG#4	 2.774581	 8.595002	 5.943128	12.478852
atlasMiR-1527_CGG#2	7.9316738	7.0043389	6.5326405	0.4661596
atlasMiR-1527-5p_CGG#2	 6.4937440	11.3628616	 7.0871067	 0.7016549
atlasMiR-1527-3p_CGG#2	2.676444	6.026435	9.153842	1.366091
atlasMiR-1533-5p_CGGG#4	 0.6087161	 4.5336430	10.3527579	 1.0894085
atlasMiR-1533-3p_CGGG#4	6.435905	3.457882	7.087544	1.400907
atlasMiR-1562-5p_CGG#4	6.462629	5.124128	6.335048	3.589143
atlasMiR-1562-3p_CGG#4	 3.933040	 8.985852	 5.479791	11.058439
atlasMiR-84919-5p_CGGG#4	5.432431	8.282778	7.310748	1.642199
atlasMiR-84919-3p_CGGG#4	 1.958603	15.004329	 6.955713	 8.853788
atlasMiR-1596-5p_CGGGG#3	1.74549594	4.62385238	9.84868285	0.05586957
atlasMiR-1596-3p_CGGGG#3	2.051204	1.875687	8.799165	3.398014
atlasMiR-84973-3p_CGGGG#4	6.047356	4.921512	6.651228	2.478946
atlasMiR-84990-3p_CGGGG#4	 6.393694	16.370952	 6.479689	 1.025635
atlasMiR-84990-5p_CGGGG#4	7.616823	3.628942	6.017242	1.473273
atlasMiR-1627-5p_CGG#4	3.8439437	8.2254937	7.9508562	0.9980851
atlasMiR-1627-3p_CGG#4	 8.6086888	21.2500526	 5.0192300	 0.4921961
atlasMiR-1628-5p_CGGG#1	 0.9249626	 0.5382363	 6.0376666	13.8919096
atlasMiR-1628-3p_CGGG#1	 1.522934	 1.091103	 1.277384	29.422445
atlasMiR-85014-3p_CGG#2	7.0080240	6.8122150	6.1229578	0.7717779
atlasMiR-85014-5p_CGG#2	0.481767	0.000000	9.816887	1.086897
atlasMiR-1638-5p_CGG#2	2.698990	7.922751	8.165763	1.727356
atlasMiR-1638-3p_CGG#2	2.399152	3.654014	7.545147	4.918872
atlasMiR-85026-3p_CGG#5	 1.057333	 1.085792	 3.842764	19.613261
atlasMiR-85026-5p_CGG#5	 2.356613	 5.111757	 4.584092	13.959533
atlasMiR-1657_CGGGG#4	 2.096910	11.573113	 3.007175	19.346511
atlasMiR-1657-5p_CGGGG#4	 4.468772	10.344011	 6.578052	 1.841883
atlasMiR-1657-3p_CGGGG#4	 0.6369012	 1.0006320	 0.9690930	30.3488157
atlasMiR-1669-5p_CGGGG#4	 1.141260	 1.367818	 3.164847	21.287412
atlasMiR-1669-3p_CGGGG#4	5.2912807	2.3644961	6.5294034	0.9515737
atlasMiR-1679_CGGG#2	3.900806	2.499107	6.960403	2.013635
atlasMiR-1679-5p_CGGG#2	 2.991519	 2.517950	 2.892815	18.210843
atlasMiR-1679-3p_CGGG#2	 1.165490	 1.607813	 2.505969	23.204190
atlasMiR-85071-5p_CGGGG#3	5.0639565	9.1719933	6.4202340	0.6596973
atlasMiR-85070-3p_CGGGG#3	 0.8245181	 0.0000000	 1.4903159	27.4805696
atlasMiR-85070-5p_CGGGG#3	 0.1483194	 0.8136246	 0.4041981	32.5706704
atlasMiR-85073-5p_CCGGG#4	11.3450528	13.1167899	 2.7260940	 0.8987302
atlasMiR-85073-3p_CCGGG#4	 0.5459716	 1.3394019	 1.2904179	28.2119246
atlasMiR-85081-3p_CGG#4	4.229518	8.690093	5.713542	4.373242
atlasMiR-85081-5p_CGG#4	 1.345292	 3.597677	 3.364016	18.733578
atlasMiR-1696-5p_CGG#4	1.4251631	1.8121219	8.4469364	0.6211701
atlasMiR-1696-3p_CGG#4	 0.1679119	 0.0000000	 0.6846683	30.7709718
atlasMiR-85106_CGGGG#3	4.8128332	1.6401895	6.5261760	0.6653877
atlasMiR-85106-5p_CGGGG#3	 7.4014408	10.0135289	 4.8380093	 0.6466217
atlasMiR-85106-3p_CGGGG#3	 0.3433598	 4.0551195	 2.2454997	24.0870744
atlasMiR-85109-3p_CGGG#4	3.695539	8.953253	4.377608	9.360733
atlasMiR-85109-5p_CGGG#4	 1.262172	 2.177079	 2.670353	20.894565
atlasMiR-1708_CGGGG#3	 2.699600	 3.586356	 4.404948	11.599845
atlasMiR-1708-5p_CGGGG#3	 9.1317358	10.8643030	 3.6429614	 0.8893701
atlasMiR-1708-3p_CGGGG#3	4.266764	3.938569	3.984298	9.738853
atlasMiR-1711_CGGGG#4	 2.337703	 6.334829	 3.511546	14.823276
atlasMiR-1711-5p_CGGGG#4	13.87600033	 6.18948783	 1.25862914	 0.09061531
atlasMiR-1711-3p_CGGGG#4	2.489282	2.033654	7.142186	1.832291
atlasMiR-1713-5p_CGGGG#4	 1.072599	 1.858411	 2.882744	19.711406
atlasMiR-1713-3p_CGGGG#4	3.050025	4.683939	6.926678	1.088988
atlasMiR-85118-5p_CGGG#4	 0.7864688	 1.6854905	 0.7158802	27.8580005
atlasMiR-85118-3p_CGGG#4	13.5053697	 1.2782243	 1.3280050	 0.4441315
atlasMiR-1716-5p_CGG#3	5.3609647	4.4865424	5.5855187	0.6092064
atlasMiR-1716-3p_CGG#3	 3.539945	13.051397	 3.361753	10.994075
atlasMiR-1722-5p_CGGGG#2	 2.263492	 6.001973	 3.786399	12.638891
atlasMiR-1722-3p_CGGGG#2	5.3984842	7.1913256	5.4630423	0.1320094
atlasMiR-1724-5p_CGGGG#4	5.3271394	8.6785445	5.4054696	0.2517083
atlasMiR-1724-3p_CGGGG#4	 2.745725	 0.000000	 2.463675	16.612924
atlasMiR-1726-5p_CCGGG#3	1.611680	4.956206	7.022044	2.015008
atlasMiR-1726-3p_CCGGG#3	 0.3051868	 1.4891320	 0.8188496	27.0193920
atlasMiR-1734-5p_CGCGG#4	6.655636	3.039899	4.296019	2.019283
atlasMiR-1734-3p_CGCGG#4	2.722254	4.241030	4.494192	8.695206
atlasMiR-1735_CGGGG#2	 2.363338	 8.449897	 3.871558	11.070699
atlasMiR-1735-5p_CGGGG#2	 4.082151	13.457264	 5.548313	 1.120298
atlasMiR-1735-3p_CGGGG#2	3.811500	9.650082	5.883126	0.877560
atlasMiR-1737-5p_CGG#4	 0.7880349	 2.2508972	 1.3512701	23.7452723
atlasMiR-1737-3p_CGG#4	 0.5735926	 1.9420605	 0.8417216	25.9745382
atlasMiR-1743_CGG#4	3.88421153	0.53852442	6.31610611	0.09039945
atlasMiR-1743-5p_CGG#4	 0.5713944	 2.5747780	 5.1157581	10.5890953
atlasMiR-85158_CGG#4	1.621600	1.626567	6.931766	1.860148
atlasMiR-85158-5p_CGG#4	3.03868307	0.00000000	6.69828430	0.07109195
atlasMiR-1743-3p_CGG#4	 1.204253	 3.720535	 2.962706	16.443584
atlasMiR-85158-3p_CGG#4	6.423528	7.378902	4.281411	1.014666
atlasMiR-1744-5p_CGGGG#3	1.9112628	0.6685815	7.1713320	0.2284382
atlasMiR-1744-3p_CGGGG#3	4.474054	3.746606	5.252142	1.345731
atlasMiR-85160-3p_CGGGG#4	 0.5639437	 1.0021787	 1.0753692	24.1527141
atlasMiR-85180_CGG#3	0.2307195	0.5385244	7.0112917	3.6320657
atlasMiR-85180-5p_CGG#3	 5.4729940	13.7254550	 4.5995572	 0.3948397
atlasMiR-85180-3p_CGG#3	 8.8308058	13.4398863	 2.5889215	 0.5971965
atlasMiR-85186-5p_CGGGG#2	 1.27481060	13.62987132	 6.84741220	 0.06497074
atlasMiR-85186-3p_CGGGG#2	2.54410154	3.22970596	6.48077849	0.03620582
atlasMiR-1768-5p_CGGGG#4	2.511182	6.612497	5.966865	1.542738
atlasMiR-1768-3p_CGGGG#4	0.5325135	0.3351431	6.5929082	3.8445516
atlasMiR-1789-5p_CGG#5	 1.549040	 5.169152	 3.772139	11.210153
atlasMiR-1789-3p_CGG#5	4.671790	8.145308	4.171092	3.202801
atlasMiR-85256-5p_CGG#0	 0.2358032	 0.9005877	 1.0479820	23.6945547
atlasMiR-85255-3p_CGG#0	 9.511445	13.621177	 1.510439	 2.308607
atlasMiR-85255-5p_CGG#0	5.3475947	8.7256571	4.4096272	0.6523269
atlasMiR-85256-3p_CGG#0	4.248874	4.598612	4.892071	1.382134
atlasMiR-85272-5p_CGGGG#2	 0.7194043	 2.3073104	 1.3708800	21.0749019
atlasMiR-85271-3p_CGGGG#2	4.976720	1.756324	2.945980	7.096112
atlasMiR-85271-5p_CGGGG#2	3.4060603	3.4426990	5.5616596	0.3024839
atlasMiR-85272-3p_CGGGG#2	 1.038652	 1.076761	 1.901308	18.026744
atlasMiR-1836-5p_CGGGG#3	3.291906	2.728918	4.949961	2.439410
atlasMiR-1836-3p_CGGGG#3	4.775187	1.202997	4.347479	1.495502
atlasMiR-85288-5p_CGGGG#4	1.518877	4.610790	5.281099	4.086798
atlasMiR-85288-3p_CGGGG#4	 0.410140	 2.848523	 1.573558	19.564534
atlasMiR-1848-5p_CGGG#4	2.983581	5.202502	5.231349	1.212007
atlasMiR-1848-3p_CGGG#4	2.926804	9.973165	5.026201	1.496300
atlasMiR-1849-3p_CGGG#4	4.514801	1.423713	4.506978	1.127385
atlasMiR-85299-5p_CGG#4	 7.3474917	18.5124666	 2.6614842	 0.2148597
atlasMiR-85299-3p_CGG#4	1.9288015	4.2666383	5.9899898	0.4927292
atlasMiR-1867-5p_CGGG#3	3.664589	4.239031	4.694662	1.567659
atlasMiR-1867-3p_CGGG#3	 4.0444012	11.8506972	 4.4848308	 0.6171571
atlasMiR-85313-3p_CGG#3	4.3291088	3.0379567	4.7150648	0.2167757
atlasMiR-85313-5p_CGG#3	 0.9482265	 1.3587868	 3.1295590	12.6359689
atlasMiR-85322-5p_CGGGG#2	1.0803030	6.3887071	6.3489514	0.3293131
atlasMiR-85322-3p_CGGGG#2	1.9546379	8.1822643	5.6838398	0.7856546
atlasMiR-1891-5p_CGG#4	 4.649016	10.016265	 4.065062	 1.072366
atlasMiR-1907-5p_CGGGG#3	0.8722842	3.0315747	6.4261428	0.8152193
atlasMiR-1907-3p_CGGGG#3	3.263134	5.985502	4.754506	1.728029
atlasMiR-1908-5p_CGGGG#3	 0.3729328	 0.8284359	 1.0535147	21.1540917
atlasMiR-1908-3p_CGGGG#3	 2.5331229	12.7269282	 5.1118441	 0.8480448
atlasMiR-1911-5p_CG#1	5.156979	4.972078	3.661019	1.661744
atlasMiR-1911-3p_CG#1	7.5121649	1.3855678	2.7148148	0.7406489
atlasMiR-85369-5p_CGG#3	3.028743	6.218247	5.023784	0.711846
atlasMiR-85368-3p_CGG#3	0.6899203	1.2146557	6.1845167	1.6812831
atlasMiR-85368-5p_CGG#3	3.2743226	0.6420325	5.1159307	0.3904517
atlasMiR-85369-3p_CGG#3	0.7636989	2.1678635	6.1582935	1.3090383
atlasMiR-1949_CGGGG#3	 1.349671	 2.927540	 1.532456	16.555192
atlasMiR-1949-5p_CGGGG#3	 1.777527	 6.302601	 1.828692	14.270928
atlasMiR-1949-3p_CGGGG#3	3.367150	7.079000	4.612898	1.146368
atlasMiR-1957-5p_CGGGG#4	1.4484661	0.5385244	5.8937824	1.0568745
atlasMiR-1957-3p_CGGGG#4	2.5441180	6.5525172	5.2969266	0.2920484
atlasMiR-1967-5p_CGGGG#3	 0.9226162	 3.1921245	 3.2068064	11.0519860
atlasMiR-1967-3p_CGGGG#3	 0.2654950	 1.5208363	 0.7844455	21.1585137
atlasMiR-2016-5p_CGGG#4	3.331665	2.989061	4.554440	1.528366
atlasMiR-2016-3p_CGGG#4	7.9847275	3.6374299	2.2023572	0.7008855
atlasMiR-85443-3p_CGGGG#3	 0.6424685	 0.0000000	 1.8257523	16.7703019
atlasMiR-85443-5p_CGGGG#3	2.9840530	7.2352687	4.9209628	0.2951547
atlasMiR-2027-5p_CGGGG#4	 5.939960	10.078909	 2.799405	 1.738545
atlasMiR-2027-3p_CGGGG#4	 0.8165474	 2.3450026	 1.4638480	17.3243582
atlasMiR-2028-5p_CGGGG#4	3.324388	1.102261	4.649026	1.128312
atlasMiR-2028-3p_CGGGG#4	2.8854058	6.3885492	4.9342040	0.3252572
atlasMiR-2035-5p_CGGGG#4	 0.568081	 2.487635	 1.260164	18.292251
atlasMiR-2035-3p_CGGGG#4	 2.151775	 1.400168	 2.651986	10.146878
atlasMiR-2053-5p_CGGGG#4	1.045419	7.480670	4.499847	4.988612
atlasMiR-2053-3p_CGGGG#4	5.4082808	5.9975219	3.3991618	0.5055753
atlasMiR-85472_CGGGG#3	 0.3280989	 0.0000000	 0.5591857	21.0846040
atlasMiR-85472-3p_CGGGG#3	2.955320	5.813551	4.436107	1.430408
atlasMiR-85472-5p_CGGGG#3	1.991236	2.332969	4.363613	3.586980
atlasMiR-2069-5p_CGGGG#4	0.4738962	0.3214644	6.1696304	0.1738402
atlasMiR-2069-3p_CGGGG#4	 4.33484041	10.71163975	 3.74969022	 0.05755867
atlasMiR-85473-3p_CGGG#1	4.581537	3.348443	3.539295	1.049868
atlasMiR-85473-5p_CGGG#1	5.7596387	0.0000000	3.1524603	0.3712525
atlasMiR-85478-5p_CGG#5	1.9117996	5.2156088	5.1085403	0.2960184
atlasMiR-85480_CGG#4	3.112937	5.268498	3.794312	2.553853
atlasMiR-85480-3p_CGG#4	 0.7103458	 1.5372689	 1.3203136	16.4785706
atlasMiR-85480-5p_CGG#4	2.728651	5.021663	3.619469	3.850378
atlasMiR-85513-3p_CGGGG#4	1.5307785	3.6509944	5.1508654	0.7566402
atlasMiR-2095_CGGGG#4	 0.6344394	 1.3226390	 2.4782153	12.2688380
atlasMiR-2095-5p_CGGGG#4	3.1616211	0.5438353	4.4779290	0.2345094
atlasMiR-2095-3p_CGGGG#4	5.2526306	6.9276648	2.9217387	0.9240237
atlasMiR-2100-5p_CGG#5	0.7459637	4.3737584	5.6479288	0.2205958
atlasMiR-2100-3p_CGG#5	1.293930	5.015762	3.363709	7.182951
atlasMiR-2102-5p_CGGGG#4	0.6760479	1.2815928	5.3166944	1.7773778
atlasMiR-2102-3p_CGGGG#4	3.830063	2.040016	3.575007	1.704977
atlasMiR-2105-5p_CGG#3	7.6000674	1.6237401	1.9020810	0.3045966
atlasMiR-2105-3p_CGG#3	 5.8751609	12.9317616	 2.4793858	 0.1573986
atlasMiR-2121_CGGGG#3	1.410604	3.228520	3.480824	6.309818
atlasMiR-2121-5p_CGGGG#3	 0.8502427	 0.0000000	 2.5310629	10.9913418
atlasMiR-2121-3p_CGGGG#3	0.9852092	3.3723951	4.2024852	4.3487858
atlasMiR-85549-5p_CGG#3	2.113293	3.637010	4.705235	0.278515
atlasMiR-85549-3p_CGG#3	1.671185	2.629169	4.791210	0.910175
atlasMiR-85550_CG#4	2.5439402	3.7983227	4.2695587	0.5192839
atlasMiR-85550-5p_CG#4	 2.6286876	20.1197616	 3.8096386	 0.1362493
atlasMiR-85550-3p_CG#4	 0.9999870	 0.3203227	 0.8787848	15.9785412
atlasMiR-2139-5p_CCGGG#4	4.653199	2.165559	2.581791	2.500542
atlasMiR-2140_CCGGG#4	2.1020265	1.5015552	4.5502338	0.5118653
atlasMiR-2139-3p_CCGGG#4	 0.1768966	 0.6708204	 0.5322449	18.6657372
atlasMiR-2140-3p_CCGGG#4	 2.344553	11.218475	 3.138747	 3.726922
atlasMiR-2149_CGGGG#3	1.739664	0.000000	4.339640	1.790444
atlasMiR-2149-5p_CGGGG#3	 0.9830661	 1.4891320	 2.3126025	10.2329081
atlasMiR-2149-3p_CGGGG#3	2.371640	4.823856	4.010593	1.006516
atlasMiR-2154-5p_CG#1	3.9111208	8.2302697	3.2072259	0.3299477
atlasMiR-2154-3p_CG#1	 1.867841	 1.764458	 1.695395	10.442689
atlasMiR-2158-5p_CGG#5	5.0447865	4.5888634	2.5517455	0.8293485
atlasMiR-2158-3p_CGG#5	2.54239497	0.00000000	4.28648425	0.02417403
atlasMiR-85561-3p_CGG#1	 0.6387612	 0.0000000	 0.9156285	15.6224604
atlasMiR-85561-5p_CGG#1	3.526416	7.247867	2.901133	1.636073
atlasMiR-85589-3p_CGGGG#4	1.86962025	9.24020044	4.17628774	0.09317805
atlasMiR-85589-5p_CGGGG#4	 0.7973008	 0.6420325	 1.0253232	14.3813855
atlasMiR-2209-5p_CGCGG#4	0.9632984	0.0000000	2.4100171	9.1570432
atlasMiR-2209-3p_CGCGG#4	 0.7955086	 1.0808394	 1.0460748	14.1544126
atlasMiR-2253-3p_CCGGG#4	1.931902	4.775963	3.456682	2.657702
atlasMiR-85667-3p_CGGG#4	7.6449647	0.0000000	1.1612619	0.1683193
atlasMiR-2288-5p_CGGG#4	 5.1145257	10.1382427	 2.1557820	 0.3541889
atlasMiR-2288-3p_CGGG#4	5.5723396	3.9846568	2.0953419	0.2690915
atlasMiR-2312-5p_CGG#3	  0.2560804	105.3351873	  1.8206691	  0.1401446
atlasMiR-2312-3p_CGG#3	4.985780	3.241913	2.150934	1.214193
atlasMiR-2329-5p_CGGGG#3	0.8173108	1.2130077	2.2307463	9.2941831
atlasMiR-2329-3p_CGGGG#3	2.116858	1.185868	3.872421	0.765328
atlasMiR-85710_CGGGG#3	 0.9488772	 0.3191811	 1.4402726	11.7513216
atlasMiR-85710-5p_CGGGG#3	2.49521506	3.01089593	3.78787708	0.02456265
atlasMiR-85710-3p_CGGGG#3	0.4935288	2.3655434	2.9043490	7.0983731
atlasMiR-2332-5p_CGG#3	 1.541229	 3.084348	 1.329998	10.570594
atlasMiR-2332-3p_CGG#3	3.4935046	3.8438540	2.9689305	0.7924552
atlasMiR-2345-5p_CGGGG#3	 2.6237679	17.3439225	 3.1114395	 0.4199732
atlasMiR-2345-3p_CGGGG#3	4.0422320	5.6635474	2.7311952	0.3022826
atlasMiR-85739-3p_CGG#3	 0.3202939	 2.3392568	 1.7553632	11.4132883
atlasMiR-85739-5p_CGG#3	3.1675230	4.0606102	3.2480629	0.3264471
atlasMiR-2355_CGG#3	3.0762155	0.6372770	3.3141823	0.4919448
atlasMiR-2355-5p_CGG#3	 2.1514967	20.1920982	 3.0628161	 0.7640959
atlasMiR-2355-3p_CGG#3	5.0000409	0.9590432	2.2289997	0.3123924
atlasMiR-2357_CGGG#3	4.4854648	9.2680025	2.2199624	0.2590281
atlasMiR-2357-5p_CGGG#3	0.6359057	7.0014945	2.2853149	7.7601673
atlasMiR-2357-3p_CGGG#3	 1.049064	 3.038805	 1.193869	11.275134
atlasMiR-85743-3p_CGCGG#3	2.0949225	3.0049867	3.6935937	0.2924427
atlasMiR-85743-5p_CGCGG#3	3.2082342	4.9986803	2.9606153	0.4798201
atlasMiR-2360-5p_CGGGG#3	1.546102	2.755595	3.041557	3.562305
atlasMiR-85744-3p_CGGGG#3	1.65984157	0.85770548	4.02540518	0.04282778
atlasMiR-2360-3p_CGGGG#3	4.267747	1.846334	2.170813	1.424319
atlasMiR-85744-5p_CGGGG#3	2.5802655	5.2622494	3.2726995	0.3890194
atlasMiR-85789-3p_CGG#2	 1.135969	 4.888221	 1.306417	10.210354
atlasMiR-85789-5p_CGG#2	0.7251383	0.7085397	1.9876335	9.0199221
atlasMiR-2387-5p_CGG#2	0.5425599	3.0097450	4.4441146	0.2976108
atlasMiR-2387-3p_CGG#2	5.3860327	1.1328057	1.8533671	0.2328848
atlasMiR-85790-3p_CGG#4	2.1461856	9.7480789	3.3598042	0.2158718
atlasMiR-85790-5p_CGG#4	4.6361249	6.4537357	2.1208307	0.1332723
atlasMiR-85791-3p_CGG#2	1.563342	1.940065	3.837879	0.408165
atlasMiR-85791-5p_CGG#2	1.7248604	3.5144898	3.6287822	0.6390239
atlasMiR-85809-5p_CGG#2	6.0606472	5.6473299	1.2188145	0.4954312
atlasMiR-85809-3p_CGG#2	2.0725157	1.6729991	3.4753122	0.6422353
atlasMiR-2401-5p_CGG#1	3.3127831	6.1178323	2.6941653	0.4739463
atlasMiR-2401-3p_CGG#1	2.2930630	5.6903449	3.1605891	0.7530775
atlasMiR-85811_CGGGG#3	1.7455763	0.9877625	2.4745492	4.5662176
atlasMiR-85811-5p_CGGGG#3	3.7336419	0.0000000	2.6334840	0.2157021
atlasMiR-85811-3p_CGGGG#3	1.5479531	0.6708204	3.6204513	0.8784606
atlasMiR-85829-5p_CGGGG#2	1.1296737	1.7807943	3.9414410	0.4160808
atlasMiR-85829-3p_CGGGG#2	 0.7341262	 0.9648839	 1.1298965	11.2579895
atlasMiR-2422-5p_CGG#1	0.8209506	0.0000000	1.9003010	8.4263174
atlasMiR-85835-3p_CGG#2	1.967241	0.000000	2.313197	4.710633
atlasMiR-85835-5p_CGG#2	6.71262596	5.37211832	0.83471655	0.08561444
atlasMiR-2422-3p_CGG#1	4.382771	7.525490	1.961442	0.379497
atlasMiR-85884-3p_CGGG#4	2.2178840	2.3264378	3.1345974	0.9213598
atlasMiR-85884-5p_CGGG#4	 0.5723889	 1.6420605	 0.4260548	13.8612365
atlasMiR-85903-3p_CCGGG#0	5.2668118	3.9896856	1.5168132	0.4998972
atlasMiR-85903-5p_CCGGG#0	2.4215502	4.0042324	3.1510967	0.1759028
atlasMiR-85914-3p_CGG#5	1.8419212	2.2154072	3.2942553	0.9871412
atlasMiR-85914-5p_CGG#5	0.7344667	2.7295576	2.0367799	7.5304259
atlasMiR-85931-3p_CGGG#4	2.8584538	4.8973914	2.7270324	0.6662512
atlasMiR-2522-5p_CGGGG#4	1.712916	3.941117	3.058057	1.816041
atlasMiR-2522-3p_CGGGG#4	1.977768	8.534503	2.978441	1.024318
atlasMiR-2523_CGGGG#4	 0.5003724	 1.0212721	 1.4977317	10.0292138
atlasMiR-2523-5p_CGGGG#4	3.6972211	3.3116570	2.4440740	0.1385112
atlasMiR-2523-3p_CGGGG#4	1.464069	3.561943	3.285879	1.391804
atlasMiR-2525-5p_CGGGG#3	0.8181173	3.2295392	3.0037693	3.6738280
atlasMiR-2525-3p_CGGGG#3	3.1977741	3.0478806	2.6209458	0.3915957
atlasMiR-85948-3p_CGG#4	1.8718943	5.0513070	3.3858708	0.0121786
atlasMiR-85948-5p_CGG#4	1.374944	2.727669	2.779978	3.306898
atlasMiR-2530-5p_CGG#5	0.9293197	5.6973832	3.7318482	0.4483115
atlasMiR-2530-3p_CGG#5	6.8850594	5.3319387	0.4444418	0.5416859
atlasMiR-85955_CGG#0	2.2713812	3.0729483	2.9810346	0.6505093
atlasMiR-85955-5p_CGG#0	3.852767	2.443420	2.015399	1.054910
atlasMiR-85955-3p_CGG#0	1.91472270	1.53915641	3.38731612	0.04719911
atlasMiR-2546-5p_CG#2	0.7254614	2.4329531	1.5531984	8.7473668
atlasMiR-2548_CGGGG#3	1.3395982	8.1242209	3.3895911	0.2789832
atlasMiR-2548-5p_CGGGG#3	0.8840620	0.6924684	2.1215503	6.5013691
atlasMiR-2548-3p_CGGGG#3	3.6707311	5.0305529	2.1552087	0.2928566
atlasMiR-85988-5p_CGGGG#3	1.819238	4.372838	2.819271	1.604913
atlasMiR-85988-3p_CGGGG#3	2.4798911	8.5232390	2.7026185	0.2550125
atlasMiR-85995-3p_CGG#5	2.088482	7.288038	2.868946	0.561926
atlasMiR-85995-5p_CGG#5	 0.2795320	 0.3180959	 0.3181431	13.9707633
atlasMiR-2565-5p_CGGGG#3	 0.5187230	 0.8284359	 0.8719623	11.4062886
atlasMiR-2565-3p_CGGGG#3	5.035063	4.750971	1.405460	0.220079
atlasMiR-86067_CGCGG#4	1.7554856	6.4245921	3.0188607	0.6863103
atlasMiR-86067-3p_CGCGG#4	5.3703893	5.5268754	1.1784934	0.2483253
atlasMiR-86067-5p_CGCGG#4	0.9563484	1.5460140	3.5838056	0.6896582
atlasMiR-2622-5p_CG#4	3.159609	4.228135	2.359247	0.350368
atlasMiR-2622-3p_CG#4	1.419436	1.574839	2.142033	4.793175
atlasMiR-2649-5p_CCGGG#3	 0.1955534	 1.6489864	 0.5352858	12.8527492
atlasMiR-2649-3p_CCGGG#3	2.276449	2.367746	1.522491	5.145254
atlasMiR-2651-5p_CGGGG#2	1.7527855	2.1070407	3.1903991	0.2468533
atlasMiR-2651-3p_CGGGG#2	0.3677337	1.5458297	1.7647500	8.0934387
atlasMiR-2652-5p_CGGGG#2	3.8326060	4.9825581	1.9384162	0.2560216
atlasMiR-2652-3p_CGGGG#2	1.720212	4.686469	2.402286	2.730301
atlasMiR-86105-3p_CGGGG#4	0.3486005	1.9053280	2.2787394	6.0687563
